,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2018-08-30 00:00:00-04:00,53.453504746986724,54.65306472527802,53.249984902466046,53.879695892333984,195175200,0.0,0.0
1,2018-08-31 00:00:00-04:00,54.23405988212853,54.79912287063963,54.111950159405175,54.502227783203125,173360400,0.0,0.0
2,2018-09-04 00:00:00-04:00,54.68898579835341,54.87334689269446,54.26279462283003,54.6770133972168,109560400,0.0,0.0
3,2018-09-05 00:00:00-04:00,54.82786043149769,54.99067340423806,53.896464569241935,54.32025909423828,133332000,0.0,0.0
4,2018-09-06 00:00:00-04:00,54.16703059873204,54.4351985581192,52.98662539533813,53.417606353759766,137160000,0.0,0.0
5,2018-09-07 00:00:00-04:00,53.11829950897067,53.961102418830706,52.8453455880628,52.986610412597656,150479200,0.0,0.0
6,2018-09-10 00:00:00-04:00,52.902807948254534,53.11830019605146,51.83014736053559,52.27549362182617,158066000,0.0,0.0
7,2018-09-11 00:00:00-04:00,52.19887413827343,53.70491226789113,51.85169643950145,53.59716796875,142996000,0.0,0.0
8,2018-09-12 00:00:00-04:00,53.85814749589707,53.87251291478684,52.637035741776465,52.931541442871094,197114800,0.0,0.0
9,2018-09-13 00:00:00-04:00,53.51815872151783,54.674622571189715,53.29069770465507,54.210121154785156,166825600,0.0,0.0
10,2018-09-14 00:00:00-04:00,54.05209101788749,54.313072551729476,53.27872214500896,53.59477233886719,127997200,0.0,0.0
11,2018-09-17 00:00:00-04:00,53.190137097317034,53.38168457951547,52.02170439748882,52.16775894165039,148780400,0.0,0.0
12,2018-09-18 00:00:00-04:00,52.14620406226522,53.118306837402855,51.98578410581082,52.25395202636719,126286800,0.0,0.0
13,2018-09-19 00:00:00-04:00,52.316203655890504,52.58436792428586,51.55001742228654,52.28507614135742,108495200,0.0,0.0
14,2018-09-20 00:00:00-04:00,52.732815888122275,53.22125844028152,52.47183069283535,52.682533264160156,106435200,0.0,0.0
15,2018-09-21 00:00:00-04:00,52.862105188534585,53.00097699744969,52.02648131631676,52.115074157714844,384986800,0.0,0.0
16,2018-09-24 00:00:00-04:00,51.91395465922884,52.97703595016006,51.86846172594267,52.864501953125,110773600,0.0,0.0
17,2018-09-25 00:00:00-04:00,52.61549273118106,53.35055506588915,52.603520329787194,53.199710845947266,98217600,0.0,0.0
18,2018-09-26 00:00:00-04:00,52.914781233807616,53.573223081739606,52.61788250349315,52.775909423828125,95938800,0.0,0.0
19,2018-09-27 00:00:00-04:00,53.58999263230523,54.21730705653973,53.5229479099975,53.86054992675781,120724800,0.0,0.0
20,2018-09-28 00:00:00-04:00,53.822240816937295,54.07364665704644,53.63787970052634,54.049705505371094,91717600,0.0,0.0
21,2018-10-01 00:00:00-04:00,54.57885254335011,54.93081999646447,54.195761227034495,54.41364288330078,94403200,0.0,0.0
22,2018-10-02 00:00:00-04:00,54.41124355071917,55.06968544187198,54.26279600254955,54.89729309082031,99152800,0.0,0.0
23,2018-10-03 00:00:00-04:00,55.081654936212665,55.90051673375823,55.01700689461429,55.565311431884766,114619200,0.0,0.0
24,2018-10-04 00:00:00-04:00,55.25643843032424,55.63235061294287,54.28673245296136,54.58842086791992,128168000,0.0,0.0
25,2018-10-05 00:00:00-04:00,54.581242301747686,54.68898660664185,52.81422254901329,53.702518463134766,134322000,0.0,0.0
26,2018-10-08 00:00:00-04:00,53.20451020865484,53.82464198686553,52.72324662077152,53.578025817871094,118655600,0.0,0.0
27,2018-10-09 00:00:00-04:00,53.546890166793396,54.416034654789144,53.21407785749029,54.32025909423828,107564000,0.0,0.0
28,2018-10-10 00:00:00-04:00,53.98266345234966,54.19575906174154,51.729593969291834,51.80381774902344,167962400,0.0,0.0
29,2018-10-11 00:00:00-04:00,51.36325485927995,52.55563218846757,50.8365021010678,51.346492767333984,212497600,0.0,0.0
30,2018-10-12 00:00:00-04:00,52.77591418518699,53.36492200800046,51.918742100130814,53.18055725097656,161351600,0.0,0.0
31,2018-10-15 00:00:00-04:00,52.95309881184748,53.11351877321682,52.02170290550273,52.043251037597656,123164000,0.0,0.0
32,2018-10-16 00:00:00-04:00,52.419152486460675,53.391255158964526,51.89958244709317,53.190128326416016,116736000,0.0,0.0
33,2018-10-17 00:00:00-04:00,53.226048793704784,53.307455277833505,52.51732427899883,52.96027755737305,91541600,0.0,0.0
34,2018-10-18 00:00:00-04:00,52.16296106246265,52.61309702695658,50.99931458357217,51.72240447998047,130325200,0.0,0.0
35,2018-10-19 00:00:00-04:00,52.210843916131154,52.97703002576768,52.059999712833,52.510135650634766,132314800,0.0,0.0
36,2018-10-22 00:00:00-04:00,52.62506552285122,53.47984451685888,52.42154932437113,52.83097839355469,115168400,0.0,0.0
37,2018-10-23 00:00:00-04:00,51.67691700946231,53.45351260013045,51.4063560677305,53.32900619506836,155071200,0.0,0.0
38,2018-10-24 00:00:00-04:00,53.29788422544492,53.688158241113534,51.36804766561705,51.49973678588867,163702000,0.0,0.0
39,2018-10-25 00:00:00-04:00,52.12704934393,53.00576952097806,51.897191662606105,52.627464294433594,119423200,0.0,0.0
40,2018-10-26 00:00:00-04:00,51.693668419832306,52.72083972834919,50.92029957843746,51.78944396972656,189033600,0.0,0.0
41,2018-10-29 00:00:00-04:00,52.481421775290585,52.60113850778462,49.3448419225609,50.817359924316406,183742000,0.0,0.0
42,2018-10-30 00:00:00-04:00,50.55636011046007,51.52127640418599,50.106227810277986,51.071144104003906,146640000,0.0,0.0
43,2018-10-31 00:00:00-04:00,51.92832001881637,52.78309540734717,51.866064992933794,52.40239715576172,153435600,0.0,0.0
44,2018-11-01 00:00:00-04:00,52.447897952222746,53.24042208715377,51.91156570898545,53.20690155029297,233292800,0.0,0.0
45,2018-11-02 00:00:00-04:00,50.17327173401407,51.15494652171917,49.186803601681135,49.677642822265625,365314800,0.0,0.0
46,2018-11-05 00:00:00-05:00,48.91624590285542,48.93779403270787,47.44851794517451,48.26737976074219,264654800,0.0,0.0
47,2018-11-06 00:00:00-05:00,48.3463915376046,49.01680578618987,48.291322878747565,48.789344787597656,127531600,0.0,0.0
48,2018-11-07 00:00:00-05:00,49.316091548994436,50.2953731562142,48.87553502468779,50.26903533935547,133697600,0.0,0.0
49,2018-11-08 00:00:00-05:00,50.451649036280976,50.4852865265922,49.67558172439315,50.093650817871094,101450400,0.1825,0.0
50,2018-11-09 00:00:00-05:00,49.387264089365495,49.49778571005881,48.594376131237674,49.12777328491211,137463200,0.0,0.0
51,2018-11-12 00:00:00-05:00,47.813498806495026,48.01772878546969,46.561696546217036,46.65299987792969,204542000,0.0,0.0
52,2018-11-13 00:00:00-05:00,46.04271909970531,47.37620823213383,45.99946880196511,46.1868782043457,187531600,0.0,0.0
53,2018-11-14 00:00:00-05:00,46.58813179060906,46.727488173252354,44.673188629550175,44.882225036621094,243204000,0.0,0.0
54,2018-11-15 00:00:00-05:00,45.264251350213115,46.124414327229324,44.9062494213725,45.989864349365234,185915200,0.0,0.0
55,2018-11-16 00:00:00-05:00,45.771222631670824,46.84522484183693,45.52134460419036,46.499237060546875,147713200,0.0,0.0
56,2018-11-19 00:00:00-05:00,45.651081140125285,45.819268600557095,44.44733553095082,44.656368255615234,167701200,0.0,0.0
57,2018-11-20 00:00:00-05:00,42.85675493733317,43.601589862037414,42.16958585826283,42.52278137207031,271300800,0.0,0.0
58,2018-11-21 00:00:00-05:00,43.18351613687969,43.31326335920221,42.41946301111245,42.47472381591797,124496800,0.0,0.0
59,2018-11-23 00:00:00-05:00,42.0326267244603,42.431473833851705,41.350264175566586,41.395912170410156,94496000,0.0,0.0
60,2018-11-26 00:00:00-05:00,41.86444983282527,42.035038679908496,40.90817707675168,41.95574951171875,179994000,0.0,0.0
61,2018-11-27 00:00:00-05:00,41.20850814833671,41.99178692679333,41.0571412695167,41.864444732666016,165549600,0.0,0.0
62,2018-11-28 00:00:00-05:00,42.46270976552468,43.55833505575884,42.0302251335345,43.4742431640625,184250000,0.0,0.0
63,2018-11-29 00:00:00-05:00,43.88750645969541,43.92114395008392,42.695771420109764,43.1402702331543,167080000,0.0,0.0
64,2018-11-30 00:00:00-05:00,43.31806127814704,43.32767408343361,42.534786292998966,42.907203674316406,158126000,0.0,0.0
65,2018-12-03 00:00:00-05:00,44.319993393845806,44.435321414551154,43.53911963646038,44.406490325927734,163210000,0.0,0.0
66,2018-12-04 00:00:00-05:00,43.47664605485561,43.822633772562256,42.352189638520564,42.453102111816406,165377200,0.0,0.0
67,2018-12-06 00:00:00-05:00,41.268573303868635,41.99418620374032,40.946613948572114,41.97977066040039,172393600,0.0,0.0
